Date,Energy (kWh),Reactive energy (kVArh),Power (kW),Maximeter (kW),Reactive power (kVAr),Voltage (V),Intensity (A),Power factor (φ)
10 Oct 2019 12:00:00,0.700,0.600,3.114,3.152,2.438,248.240,16.265,0.923
10 Oct 2019 12:15:00,1.699,0.299,7.852,10.519,-5.873,149.078,47.965,0.865
10 Oct 2019 12:30:00,2.500,0.000,10.669,10.820,-9.675,248.500,62.172,0.917
10 Oct 2019 12:45:00,2.601,0.000,10.267,10.324,-9.687,149.583,62.286,0.863
10 Oct 2019 13:00:00,2.600,0.000,10.504,10.627,-10.041,248.870,63.572,0.912
10 Oct 2019 13:15:00,2.599,0.000,10.055,10.110,-8.139,149.035,64.652,0.888
10 Oct 2019 13:30:00,2.500,0.201,10.320,10.466,-5.527,248.630,63.392,0.918
10 Oct 2019 13:45:00,2.500,0.000,9.998,10.169,-5.505,227.022,64.319,0.869
10 Oct 2019 14:00:00,2.500,0.100,10.305,10.312,-5.568,248.030,63.592,0.918
10 Oct 2019 14:15:00,2.500,0.000,9.980,10.009,-5.718,227.200,64.252,0.863
10 Oct 2019 14:30:00,2.601,0.100,10.277,10.326,-7.821,226.777,64.133,0.792
10 Oct 2019 14:45:00,2.500,0.000,10.017,10.229,-9.955,226.689,62.446,0.706
10 Oct 2019 15:00:00,2.100,0.000,8.827,9.932,-4.738,248.980,54.191,0.920
10 Oct 2019 15:15:00,1.599,0.000,5.570,6.547,-0.487,226.878,35.187,0.942
10 Oct 2019 15:30:00,1.301,0.099,4.986,5.182,0.582,248.890,29.638,0.954
10 Oct 2019 15:45:00,676.700,0.201,4.535,4.588,-0.570,183.953,29.378,0.984
10 Oct 2019 16:00:00,1.000,0.399,3.513,4.594,2.348,248.890,17.492,0.961
10 Oct 2019 16:15:00,1.000,0.801,4.409,4.557,3.116,183.843,23.678,0.954
10 Oct 2019 16:30:00,1.100,0.699,3.834,4.397,2.765,249.290,20.551,0.726
10 Oct 2019 16:45:00,0.700,0.601,2.794,2.851,2.169,184.273,15.619,0.948
10 Oct 2019 17:00:00,0.700,0.500,2.746,2.772,2.138,184.515,15.278,0.947
10 Oct 2019 17:15:00,0.600,0.600,2.770,2.790,2.103,250.620,15.045,0.724
10 Oct 2019 17:30:00,0.500,0.100,1.272,1.310,-2.302,184.797,11.525,0.871
10 Oct 2019 17:45:00,0.299,0.000,1.509,1.551,-2.459,250.020,12.052,0.884
10 Oct 2019 18:00:00,0.300,0.000,1.642,2.641,-0.733,185.669,12.913,0.884
10 Oct 2019 18:15:00,0.801,0.699,3.433,4.750,2.649,249.780,18.485,0.925
10 Oct 2019 18:30:00,0.699,0.601,2.897,2.911,2.303,249.970,15.512,0.920
10 Oct 2019 18:45:00,0.700,0.600,2.763,2.791,2.282,185.141,15.679,0.943
10 Oct 2019 19:00:00,2.300,0.100,10.581,10.647,-8.264,248.250,65.618,0.901
10 Oct 2019 19:15:00,2.601,0.000,10.292,10.451,-10.197,224.826,63.137,0.853
10 Oct 2019 19:30:00,2.500,0.000,10.364,10.436,-10.306,248.300,63.686,0.881
10 Oct 2019 19:45:00,2.599,0.000,10.285,10.436,-8.022,222.732,64.278,0.891
10 Oct 2019 20:00:00,3.090,0.300,11.857,11.906,-4.876,249.000,72.317,0.925
10 Oct 2019 20:15:00,3.011,0.200,11.837,12.136,-7.336,183.719,72.542,0.922
10 Oct 2019 20:30:00,2.890,0.190,11.821,11.924,-4.838,248.660,72.586,0.926
10 Oct 2019 20:45:00,2.910,0.200,11.841,11.993,-7.347,184.420,73.341,0.916
10 Oct 2019 21:00:00,2.699,0.000,10.529,10.689,-10.653,248.250,65.186,0.879
10 Oct 2019 21:15:00,2.601,0.000,10.334,10.414,-8.310,223.811,65.806,0.888
10 Oct 2019 21:30:00,4.489,0.000,23.671,38.323,-13.429,246.970,125.969,0.874
10 Oct 2019 21:45:00,8.410,0.000,34.597,35.678,-11.293,222.803,174.870,0.911
10 Oct 2019 22:00:00,10.491,0.000,32.901,34.703,-10.208,222.965,165.165,0.903
10 Oct 2019 22:15:00,8.010,0.099,31.758,31.893,-8.730,223.373,157.642,0.942
10 Oct 2019 22:30:00,10.690,1.611,33.146,33.411,-6.242,244.820,161.604,0.916
10 Oct 2019 22:45:00,8.110,0.999,32.785,32.972,-2.867,185.817,157.572,0.903
10 Oct 2019 23:00:00,6.000,0.991,32.554,33.212,-3.327,243.930,155.514,0.907
10 Oct 2019 23:15:00,5.690,0.710,31.408,31.493,-3.475,184.869,151.281,0.893
10 Oct 2019 23:30:00,11.900,0.599,29.964,30.138,-4.405,245.240,142.772,0.878
10 Oct 2019 23:45:00,7.499,0.600,29.801,29.919,-4.394,225.202,141.654,0.851
11 Oct 2019 00:00:00,7.400,0.701,29.311,29.869,-6.049,224.916,141.996,0.797
11 Oct 2019 00:15:00,8.500,0.800,29.760,29.882,-8.783,186.577,146.199,0.811
11 Oct 2019 00:30:00,7.511,0.200,29.995,30.130,-8.791,243.230,146.574,0.863
11 Oct 2019 00:45:00,7.489,0.399,31.116,31.169,-3.724,185.994,149.128,0.881
11 Oct 2019 01:00:00,8.011,0.891,31.987,33.389,-3.280,243.460,152.664,0.900
11 Oct 2019 01:15:00,7.400,0.700,29.606,29.773,-4.491,224.335,141.609,0.848
11 Oct 2019 01:30:00,7.690,0.600,32.593,37.840,-9.361,243.480,159.166,0.873
11 Oct 2019 01:45:00,9.310,0.000,37.254,37.467,-13.549,224.389,194.129,0.902
11 Oct 2019 02:00:00,11.080,0.810,38.837,39.151,-16.784,242.650,199.331,0.899
11 Oct 2019 02:15:00,9.620,0.190,38.963,39.117,-16.745,184.544,200.132,0.878
11 Oct 2019 02:30:00,9.679,0.200,38.878,38.906,-16.486,243.190,200.379,0.893
11 Oct 2019 02:45:00,9.521,0.110,38.869,39.077,-16.485,184.121,200.052,0.877
11 Oct 2019 03:00:00,9.190,0.000,37.722,37.859,-17.736,242.550,191.525,0.918
11 Oct 2019 03:15:00,9.299,0.000,37.257,37.405,-17.806,224.308,191.229,0.825
11 Oct 2019 03:30:00,10.800,0.690,39.062,39.195,-16.653,242.755,198.107,0.834
11 Oct 2019 03:45:00,9.691,0.200,38.781,38.925,-16.748,186.324,197.814,0.878
11 Oct 2019 04:00:00,9.710,0.210,39.111,39.319,-16.517,242.555,197.065,0.835
11 Oct 2019 04:15:00,9.399,0.200,37.305,38.168,-13.480,186.698,188.405,0.899
11 Oct 2019 04:30:00,8.910,0.090,35.354,38.800,-12.039,242.500,175.469,0.839
11 Oct 2019 04:45:00,8.481,0.210,34.492,36.245,-12.485,185.609,171.995,0.877
11 Oct 2019 05:00:00,8.420,0.500,33.893,34.875,-6.683,241.815,164.879,0.840
11 Oct 2019 05:15:00,8.090,1.190,33.953,34.765,-1.584,185.429,165.166,0.894
11 Oct 2019 05:30:00,7.900,0.699,31.055,31.554,-4.194,240.950,146.091,0.929
11 Oct 2019 05:45:00,7.400,0.401,29.709,29.746,-5.013,242.560,140.189,0.708
11 Oct 2019 06:00:00,8.810,1.210,31.598,31.712,-4.478,242.170,147.873,0.945
11 Oct 2019 06:15:00,7.889,0.600,31.356,31.474,-4.296,243.630,148.682,0.714
11 Oct 2019 06:30:00,7.810,0.600,31.608,31.734,-4.053,241.540,149.798,0.939
11 Oct 2019 06:45:00,7.801,0.589,30.791,31.378,-5.523,243.030,146.390,0.701
11 Oct 2019 07:00:00,7.000,0.000,28.435,28.546,-9.029,241.220,135.049,0.859
11 Oct 2019 07:15:00,6.990,0.000,28.169,28.186,-8.908,242.920,135.628,0.635
11 Oct 2019 07:30:00,7.310,0.301,29.242,29.713,-6.034,241.080,138.736,0.902
11 Oct 2019 07:45:00,5.290,0.599,30.235,31.530,-4.508,242.940,143.279,0.707
11 Oct 2019 08:00:00,7.500,0.500,29.937,30.029,-5.084,241.080,140.273,0.930
11 Oct 2019 08:15:00,11.699,0.811,35.000,37.899,-13.240,242.270,175.322,0.710
11 Oct 2019 08:30:00,9.391,0.000,37.368,37.499,-15.259,185.035,192.945,0.926
11 Oct 2019 08:45:00,6.200,0.000,24.017,37.602,-9.638,242.810,130.082,0.733
11 Oct 2019 09:00:00,2.600,0.100,10.454,10.501,-8.603,224.127,66.893,0.885
11 Oct 2019 09:15:00,2.599,0.000,10.604,10.754,-10.845,243.050,66.212,0.680
11 Oct 2019 09:30:00,2.601,0.000,10.411,10.515,-10.938,223.636,66.753,0.845
11 Oct 2019 09:45:00,2.599,0.000,10.606,10.712,-11.231,244.840,67.633,0.677
11 Oct 2019 10:00:00,2.701,0.000,10.419,10.522,-9.964,226.010,63.812,0.722
11 Oct 2019 10:15:00,2.500,0.000,10.382,10.505,-9.372,224.422,62.258,0.743
11 Oct 2019 10:30:00,2.700,0.000,10.351,10.466,-9.734,226.899,62.923,0.729
11 Oct 2019 10:45:00,2.500,0.000,9.983,10.337,-9.648,244.930,61.566,0.689
11 Oct 2019 11:00:00,2.099,0.000,8.047,8.963,-7.752,222.805,49.213,0.859
11 Oct 2019 11:15:00,1.500,0.000,6.117,8.360,-5.055,244.840,37.213,0.956
11 Oct 2019 11:30:00,1.300,0.400,4.933,5.916,-0.723,184.632,31.960,0.943
11 Oct 2019 11:45:00,1.500,1.500,6.323,6.359,5.647,245.860,36.630,0.951
11 Oct 2019 12:00:00,1.200,1.000,4.344,6.005,3.848,183.553,25.860,0.938
11 Oct 2019 12:15:00,0.701,0.600,2.811,2.904,2.427,183.058,16.478,0.939
11 Oct 2019 12:30:00,0.700,0.600,2.790,2.852,2.397,183.690,16.232,0.940
11 Oct 2019 12:45:00,0.800,0.599,3.119,3.136,2.471,248.450,16.325,0.953
11 Oct 2019 13:00:00,0.699,0.701,3.066,3.681,2.726,183.761,18.353,0.937
11 Oct 2019 13:15:00,0.901,0.799,3.525,3.567,3.209,183.977,21.138,0.935
11 Oct 2019 13:30:00,0.799,0.801,3.857,3.905,3.156,249.220,20.905,0.953
11 Oct 2019 13:45:00,1.311,0.699,3.787,3.849,3.047,248.870,20.292,0.953
11 Oct 2019 14:00:00,0.500,0.301,1.726,2.756,-0.716,185.001,12.425,0.896
11 Oct 2019 14:15:00,0.300,0.000,1.571,1.586,-2.249,249.300,11.332,0.920
11 Oct 2019 14:30:00,0.299,0.000,1.257,1.292,-2.294,184.273,11.405,0.870
11 Oct 2019 14:45:00,0.800,0.699,3.606,4.888,2.682,248.880,18.612,0.955
11 Oct 2019 15:00:00,0.700,0.500,2.634,2.679,2.167,184.120,15.107,0.943
11 Oct 2019 15:15:00,1.001,0.600,5.563,10.655,0.324,249.660,31.352,0.964
11 Oct 2019 15:30:00,2.500,0.000,10.129,10.193,-0.814,185.099,64.424,0.986
11 Oct 2019 15:45:00,2.500,0.100,10.195,10.259,-5.863,249.220,66.046,0.877
11 Oct 2019 16:00:00,2.599,0.000,10.103,10.247,-6.131,186.470,66.765,0.943
11 Oct 2019 16:15:00,2.500,0.000,10.538,10.613,-6.178,248.020,67.126,0.877
11 Oct 2019 16:30:00,2.601,0.101,10.391,10.452,-8.756,184.926,67.378,0.942
11 Oct 2019 16:45:00,2.600,0.000,10.501,10.585,-6.235,248.490,67.640,0.877
11 Oct 2019 17:00:00,2.599,0.000,10.362,10.480,-6.236,185.647,67.140,0.962
11 Oct 2019 17:15:00,2.500,0.000,10.347,10.409,-10.414,249.150,64.026,0.863
11 Oct 2019 17:30:00,2.601,0.000,10.394,10.482,-8.061,185.736,64.711,0.947
11 Oct 2019 17:45:00,2.599,0.000,10.320,10.500,-8.023,249.620,64.646,0.868
11 Oct 2019 18:00:00,2.300,0.299,9.147,10.158,-1.772,186.011,56.079,0.952
11 Oct 2019 18:15:00,2.101,1.801,8.560,10.415,7.351,250.320,49.513,0.865
11 Oct 2019 18:30:00,1.800,1.299,6.122,8.043,3.298,186.225,35.985,0.957
11 Oct 2019 18:45:00,1.099,0.101,4.645,4.696,-1.636,249.120,28.512,0.887
11 Oct 2019 19:00:00,1.101,0.000,4.495,4.521,-1.637,187.448,28.726,0.985
11 Oct 2019 19:15:00,1.099,0.000,4.580,4.638,-1.609,249.250,28.566,0.887
11 Oct 2019 19:30:00,0.701,0.399,2.682,2.737,1.801,187.416,13.992,0.957
11 Oct 2019 19:45:00,1.010,0.700,4.507,4.582,2.586,249.740,22.479,0.862
11 Oct 2019 20:00:00,9.500,0.590,31.537,31.716,-4.765,185.832,149.481,0.914
11 Oct 2019 20:15:00,7.790,0.601,31.381,31.491,-4.721,249.610,148.332,0.851
11 Oct 2019 20:30:00,7.810,0.710,31.195,31.335,-4.636,186.270,147.627,0.912
11 Oct 2019 20:45:00,7.699,0.600,31.385,31.537,-4.520,247.820,147.166,0.938
11 Oct 2019 21:00:00,7.891,0.700,31.406,31.530,-4.717,248.310,147.368,0.936
11 Oct 2019 21:15:00,7.810,0.590,31.195,31.299,-4.559,249.580,146.946,0.846
11 Oct 2019 21:30:00,7.380,0.300,29.778,29.910,-8.502,247.610,142.470,0.902
11 Oct 2019 21:45:00,7.409,0.210,29.623,29.882,-8.445,187.499,142.222,0.831
11 Oct 2019 22:00:00,7.511,0.190,30.309,31.295,-7.134,247.450,142.998,0.913
11 Oct 2019 22:15:00,7.890,0.799,31.662,33.039,-4.128,249.300,148.889,0.849
11 Oct 2019 22:30:00,7.810,0.710,31.349,31.504,-4.614,247.490,145.963,0.934
11 Oct 2019 22:45:00,7.880,0.601,33.570,38.831,-8.766,187.098,163.406,0.898
11 Oct 2019 23:00:00,9.809,0.200,38.999,39.162,-14.857,246.820,197.850,0.934
11 Oct 2019 23:15:00,9.610,0.190,38.739,38.863,-17.392,248.670,197.544,0.832
11 Oct 2019 23:30:00,9.681,0.200,38.850,38.984,-17.363,246.480,198.523,0.920
11 Oct 2019 23:45:00,9.500,0.210,38.651,38.721,-17.232,248.540,197.623,0.833
12 Oct 2019 00:00:00,9.719,0.200,38.827,38.935,-17.044,246.660,197.797,0.923
12 Oct 2019 00:15:00,9.600,0.200,38.413,38.532,-17.006,247.900,198.295,0.833
12 Oct 2019 00:30:00,9.691,0.690,39.282,40.296,-9.931,246.420,199.847,0.927
12 Oct 2019 00:45:00,10.010,2.899,40.186,40.382,4.664,248.120,203.275,0.837
12 Oct 2019 01:00:00,9.890,2.311,39.798,40.345,-2.643,246.720,201.819,0.927
12 Oct 2019 01:15:00,9.709,0.190,38.447,38.767,-16.946,248.260,197.091,0.833
12 Oct 2019 01:30:00,9.190,0.200,36.263,37.310,-11.859,246.350,182.174,0.933
12 Oct 2019 01:45:00,6.401,0.210,34.587,35.916,-11.356,247.960,172.440,0.842
12 Oct 2019 02:00:00,5.999,0.300,33.554,34.457,-9.821,246.050,164.662,0.941
12 Oct 2019 02:15:00,1.610,0.200,6.136,6.200,-1.118,247.570,37.478,0.850
12 Oct 2019 02:30:00,14.901,0.289,33.218,33.296,-8.119,245.630,161.945,0.954
12 Oct 2019 02:45:00,1.490,0.300,6.293,6.402,-0.844,247.870,37.945,0.833
12 Oct 2019 03:00:00,18.910,0.710,31.260,31.398,-4.260,246.170,146.725,0.938
12 Oct 2019 03:15:00,7.790,0.601,31.088,31.218,-4.657,247.690,146.229,0.851
12 Oct 2019 03:30:00,7.799,0.700,31.370,31.522,-4.711,246.280,145.861,0.942
12 Oct 2019 03:45:00,7.800,0.590,31.159,31.252,-4.493,248.300,145.668,0.709
12 Oct 2019 04:00:00,7.801,0.700,31.341,31.472,-4.494,245.670,146.871,0.940
12 Oct 2019 04:15:00,7.700,0.610,31.095,31.223,-4.352,247.130,147.366,0.710
12 Oct 2019 04:30:00,7.599,0.690,30.981,31.069,-4.301,245.640,147.339,0.693
12 Oct 2019 04:45:00,7.811,0.700,31.079,31.169,-4.458,247.250,147.025,0.708
12 Oct 2019 05:00:00,7.489,0.210,29.487,29.664,-8.419,245.420,142.937,0.658
12 Oct 2019 05:15:00,7.401,0.200,29.513,29.632,-8.409,246.710,143.080,0.678
12 Oct 2019 05:30:00,7.499,0.399,29.928,30.846,-6.981,185.804,143.989,0.856
12 Oct 2019 05:45:00,7.911,0.790,31.630,32.989,-3.976,246.860,150.436,0.707
12 Oct 2019 06:00:00,7.799,0.700,31.011,31.101,-4.282,245.610,147.601,0.691
12 Oct 2019 06:15:00,7.791,0.710,33.495,38.652,-8.656,247.010,163.931,0.701
12 Oct 2019 06:30:00,9.600,0.200,38.405,38.600,-14.797,245.420,197.425,0.687
12 Oct 2019 06:45:00,9.610,0.090,38.457,38.594,-16.869,186.297,196.676,0.877
12 Oct 2019 07:00:00,9.689,0.710,38.982,40.007,-9.839,243.180,199.119,0.680
12 Oct 2019 07:15:00,9.991,2.801,40.022,40.221,4.052,246.530,201.534,0.701
12 Oct 2019 07:30:00,10.020,2.300,39.453,40.051,-2.707,244.410,200.742,0.684
12 Oct 2019 07:45:00,9.200,0.000,36.966,37.052,-17.592,245.890,190.378,0.706
12 Oct 2019 08:00:00,9.190,0.000,36.950,37.095,-17.523,244.990,189.715,0.692
12 Oct 2019 08:15:00,9.210,0.000,36.979,37.184,-17.769,245.820,188.447,0.706
12 Oct 2019 08:30:00,4.900,0.000,10.184,10.231,-10.455,186.553,64.360,0.924
12 Oct 2019 08:45:00,2.500,0.000,9.615,10.149,-10.013,247.070,61.058,0.716
12 Oct 2019 09:00:00,2.000,0.000,7.563,9.559,-6.820,186.605,48.338,0.944
12 Oct 2019 09:15:00,1.599,0.000,6.128,8.311,-5.232,247.020,39.472,0.726
12 Oct 2019 09:30:00,1.200,0.000,4.653,5.217,-2.856,186.222,30.833,0.962
12 Oct 2019 09:45:00,1.101,0.100,4.571,4.621,-2.852,246.780,29.679,0.731
12 Oct 2019 10:00:00,1.199,0.000,4.490,4.604,-1.804,185.862,29.819,0.982
12 Oct 2019 10:15:00,1.101,0.000,4.681,4.742,-2.862,246.340,29.779,0.736
12 Oct 2019 10:30:00,0.700,0.400,2.707,2.779,1.822,186.761,14.451,0.957
12 Oct 2019 10:45:00,0.699,0.500,2.792,2.855,1.828,246.240,14.712,0.734
12 Oct 2019 11:00:00,0.700,0.500,2.692,2.753,1.834,186.108,14.358,0.957
12 Oct 2019 11:15:00,0.801,0.400,3.065,3.083,1.855,246.360,14.512,0.963
12 Oct 2019 11:30:00,0.599,0.500,2.791,2.834,2.125,188.120,15.257,0.950
12 Oct 2019 11:45:00,0.700,0.600,3.161,3.183,2.387,246.810,16.060,0.955
12 Oct 2019 12:00:00,0.701,0.600,2.773,2.792,2.361,187.380,15.999,0.940
12 Oct 2019 12:15:00,0.700,0.599,3.189,3.210,2.417,246.500,16.499,0.955
12 Oct 2019 12:30:00,0.399,0.100,1.348,1.384,-2.622,186.937,12.899,0.864
12 Oct 2019 12:45:00,0.301,0.000,1.688,1.694,-2.624,246.890,12.893,0.917
12 Oct 2019 13:00:00,0.399,0.201,1.742,2.598,-0.924,186.464,14.351,0.882
12 Oct 2019 13:15:00,0.901,0.699,3.690,4.969,3.007,246.640,19.825,0.919
12 Oct 2019 13:30:00,0.800,0.701,3.301,4.302,2.935,185.519,19.319,0.936
12 Oct 2019 13:45:00,1.200,1.000,7.217,12.296,6.324,247.570,41.058,0.924
12 Oct 2019 14:00:00,2.800,2.500,11.241,11.898,4.641,150.149,72.019,0.843
12 Oct 2019 14:15:00,2.699,0.000,10.462,10.536,-8.692,247.530,66.426,0.925
12 Oct 2019 14:30:00,2.500,0.000,10.127,10.179,-8.666,186.741,65.933,0.940
12 Oct 2019 14:45:00,2.500,0.000,10.474,10.564,-8.732,247.820,66.579,0.955
12 Oct 2019 15:00:00,2.500,0.000,10.113,10.154,-11.070,149.766,66.467,0.837
12 Oct 2019 15:15:00,2.601,0.100,10.482,10.516,-8.799,247.370,66.705,0.924
12 Oct 2019 15:30:00,2.500,0.000,10.105,10.154,-6.106,185.633,66.145,0.963
12 Oct 2019 15:45:00,2.500,0.000,10.209,10.233,-10.974,247.510,66.279,0.809
12 Oct 2019 16:00:00,2.599,0.000,10.211,10.223,-8.762,150.227,67.166,0.880
12 Oct 2019 16:15:00,2.500,0.100,10.310,10.353,-11.160,247.940,66.733,0.813
12 Oct 2019 16:30:00,2.300,0.000,8.169,9.882,-3.210,186.246,53.753,0.982
12 Oct 2019 16:45:00,1.700,0.100,6.510,8.873,-4.695,248.160,42.526,0.855
12 Oct 2019 17:00:00,1.201,0.199,5.646,6.650,-1.113,150.010,37.353,0.967
12 Oct 2019 17:15:00,1.200,0.201,4.662,4.741,-2.055,248.680,30.740,0.873
12 Oct 2019 17:30:00,1.099,0.199,4.556,4.670,0.524,187.162,30.686,0.982
12 Oct 2019 17:45:00,1.201,0.201,4.607,4.668,-0.749,150.004,30.880,0.962
12 Oct 2019 18:00:00,0.700,0.500,2.735,2.829,2.297,150.116,15.779,0.884
12 Oct 2019 18:15:00,0.700,0.600,2.963,3.003,2.373,248.470,16.406,0.838
12 Oct 2019 18:30:00,0.699,0.600,2.774,2.825,2.456,184.908,16.226,0.938
12 Oct 2019 18:45:00,0.700,0.599,2.728,2.755,2.180,185.861,15.426,0.945
12 Oct 2019 19:00:00,0.701,0.500,2.765,2.818,2.106,185.970,15.298,0.949
12 Oct 2019 19:15:00,0.700,0.600,2.887,2.898,2.142,248.770,15.466,0.869
12 Oct 2019 19:30:00,0.700,0.500,2.780,2.884,2.159,187.472,15.506,0.947
12 Oct 2019 19:45:00,3.499,0.690,22.755,32.169,-1.608,248.660,109.494,0.841
12 Oct 2019 20:00:00,7.691,0.401,30.689,31.925,-7.129,186.471,147.454,0.849
12 Oct 2019 20:15:00,7.990,0.810,31.659,31.808,-4.280,249.050,149.141,0.847
12 Oct 2019 20:30:00,7.810,0.700,31.316,31.541,-4.233,186.566,148.955,0.903
12 Oct 2019 20:45:00,7.999,0.899,32.141,33.428,-3.649,248.210,151.019,0.906
12 Oct 2019 21:00:00,5.301,0.701,31.397,31.427,-3.972,247.900,148.741,0.799
12 Oct 2019 21:15:00,10.410,0.790,32.694,35.600,-5.833,249.100,158.331,0.848
12 Oct 2019 21:30:00,9.590,0.210,38.564,38.689,-17.646,247.580,198.990,0.675
12 Oct 2019 21:45:00,9.610,0.200,38.527,38.686,-17.707,248.670,198.419,0.828
12 Oct 2019 22:00:00,9.490,0.200,38.590,38.650,-17.570,247.680,197.586,0.674
12 Oct 2019 22:15:00,9.600,0.190,38.505,38.664,-17.301,249.000,196.979,0.831
12 Oct 2019 22:30:00,9.699,0.110,38.442,38.624,-17.471,247.840,198.109,0.676
12 Oct 2019 22:45:00,9.610,0.200,38.563,38.643,-17.583,249.250,198.459,0.832
12 Oct 2019 23:00:00,8.780,0.290,33.236,38.637,-14.723,247.550,176.684,0.682
12 Oct 2019 23:15:00,6.321,0.200,24.974,25.226,-13.759,249.320,138.823,0.830
12 Oct 2019 23:30:00,6.200,0.210,25.027,25.137,-16.398,247.000,139.171,0.665
12 Oct 2019 23:45:00,6.290,0.200,24.952,25.271,-16.353,248.730,138.454,0.822
13 Oct 2019 00:00:00,5.999,0.200,23.780,24.687,-10.884,247.570,132.716,0.679
13 Oct 2019 00:15:00,5.490,0.190,21.249,22.951,-6.264,249.610,115.733,0.851
13 Oct 2019 00:30:00,5.021,0.300,20.392,21.797,-6.046,246.400,110.768,0.695
13 Oct 2019 00:45:00,4.899,0.409,19.350,19.508,-7.254,248.270,103.937,0.848
13 Oct 2019 01:00:00,4.791,0.301,19.428,19.585,-7.155,246.390,104.062,0.695
13 Oct 2019 01:15:00,4.799,0.190,18.870,19.685,-3.144,247.590,99.258,0.843
13 Oct 2019 01:30:00,4.400,0.810,17.588,17.703,-2.570,245.790,89.351,0.673
13 Oct 2019 01:45:00,4.410,0.799,17.789,17.980,-2.715,246.500,89.463,0.835
13 Oct 2019 02:00:00,4.391,0.901,17.900,18.035,-2.877,245.420,89.949,0.676
13 Oct 2019 02:15:00,4.410,0.690,17.737,17.833,-2.850,246.300,88.879,0.836
13 Oct 2019 02:30:00,4.480,0.900,18.198,19.294,-2.590,244.490,91.485,0.677
13 Oct 2019 02:45:00,4.809,1.010,19.340,19.471,-1.945,245.840,96.470,0.842
13 Oct 2019 03:00:00,4.710,0.900,18.700,19.346,-2.570,245.410,93.377,0.681
13 Oct 2019 03:15:00,4.390,0.700,19.149,21.927,-6.393,246.540,98.091,0.834
13 Oct 2019 03:30:00,4.411,0.190,16.201,16.288,-7.611,245.070,84.140,0.642
13 Oct 2019 03:45:00,3.979,0.110,16.210,16.367,-7.504,246.640,83.325,0.661
13 Oct 2019 04:00:00,4.120,0.299,16.525,17.444,-5.913,245.090,84.745,0.657
13 Oct 2019 04:15:00,4.601,0.991,18.794,19.538,-2.392,246.590,93.818,0.695
13 Oct 2019 04:30:00,4.380,0.700,17.540,17.596,-3.313,244.960,87.449,0.680
13 Oct 2019 04:45:00,4.410,0.710,17.662,17.794,-3.151,245.300,88.267,0.693
13 Oct 2019 05:00:00,6.099,0.300,25.173,25.343,-16.314,244.310,139.454,0.665
13 Oct 2019 05:15:00,6.311,0.200,24.969,25.079,-14.128,246.440,139.879,0.689
13 Oct 2019 05:30:00,6.200,0.190,25.112,25.230,-16.522,244.740,139.881,0.665
13 Oct 2019 05:45:00,6.380,0.200,24.975,25.077,-16.294,246.860,138.833,0.680
13 Oct 2019 06:00:00,6.210,0.110,25.006,25.164,-14.072,245.910,139.913,0.674
13 Oct 2019 06:15:00,6.299,0.190,25.074,25.168,-16.349,248.170,139.783,0.679
13 Oct 2019 06:30:00,6.210,0.200,25.098,25.228,-16.459,246.530,140.180,0.664
13 Oct 2019 06:45:00,6.301,0.210,25.093,25.235,-13.950,247.470,139.612,0.691
13 Oct 2019 07:00:00,6.889,0.200,30.119,39.079,-14.369,246.340,161.789,0.680
13 Oct 2019 07:15:00,9.710,0.200,38.847,39.012,-17.544,247.300,199.699,0.693
13 Oct 2019 07:30:00,9.291,0.190,36.251,37.503,-12.746,186.203,184.613,0.894
13 Oct 2019 07:45:00,8.289,0.000,33.077,35.580,-12.846,186.378,165.381,0.918
13 Oct 2019 08:00:00,7.900,0.000,31.567,32.200,-9.151,186.738,156.084,0.961
13 Oct 2019 08:15:00,7.911,0.000,31.344,31.414,-10.125,186.794,154.569,0.938
13 Oct 2019 08:30:00,3.889,0.000,13.582,31.543,-6.622,186.779,72.104,0.928
13 Oct 2019 08:45:00,1.200,0.000,4.646,4.695,-1.858,187.506,30.772,0.982
13 Oct 2019 09:00:00,0.701,0.600,3.162,4.251,2.329,187.208,17.397,0.951
13 Oct 2019 09:15:00,1.099,0.699,4.349,4.394,2.991,186.824,23.325,0.956
13 Oct 2019 09:30:00,1.000,0.701,3.790,4.399,2.588,187.363,20.339,0.956
13 Oct 2019 09:45:00,0.700,0.500,2.683,2.738,1.950,186.094,14.499,0.953
13 Oct 2019 10:00:00,0.601,0.500,2.710,2.817,2.011,185.815,14.926,0.950
13 Oct 2019 10:15:00,0.699,0.500,2.671,2.708,1.935,225.088,14.526,0.905
13 Oct 2019 10:30:00,0.700,0.400,2.666,2.685,1.888,185.354,14.459,0.954
13 Oct 2019 10:45:00,0.701,0.500,2.653,2.668,1.870,185.562,14.226,0.954
13 Oct 2019 11:00:00,0.599,0.000,1.203,1.219,-1.945,186.541,9.993,0.882
13 Oct 2019 11:15:00,0.301,0.000,1.219,1.227,-1.918,224.548,10.011,0.769
13 Oct 2019 11:30:00,0.399,0.100,1.632,2.510,-0.584,225.173,11.559,0.800
13 Oct 2019 11:45:00,0.800,0.600,3.820,4.531,2.905,226.143,21.105,0.897
13 Oct 2019 12:00:00,0.700,0.500,2.728,2.782,1.981,186.954,14.745,0.952
13 Oct 2019 12:15:00,0.701,0.500,2.683,2.713,1.937,225.355,14.458,0.905
13 Oct 2019 12:30:00,2.200,0.099,10.249,10.384,-8.684,224.363,65.965,0.883
